index,servo,motor,gimbal,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
4340,16964,3717,2690,-366,572,-5334,-61,-412,-1051
4341,16964,3701,2689,-598,-1474,-2636,-46,1325,-293
4342,16964,3676,2689,-2578,-572,-3748,417,-396,647
4343,16964,3743,2690,-422,-1608,-7444,-100,289,75
4344,16964,4173,2689,1542,-1102,-946,58,-91,762
4345,16904,3314,2690,644,226,-2168,310,-451,697
4346,16904,3820,2688,974,3134,-7710,-352,267,-408
4347,16868,3757,2690,1370,-1920,-4842,120,-59,579
4348,16665,3709,2691,1534,2052,-4096,601,-456,438
4349,16665,3762,2687,-494,742,-4650,-436,734,-868
4350,16306,3740,2688,1122,-1746,-3078,342,-98,-19
4351,16306,3493,2691,-3842,2988,-6544,-526,938,499
4352,16151,4098,2689,-782,5330,-6482,-206,-152,-865
4353,16151,3543,2690,-1310,1562,-3064,1120,-428,1410
4354,16055,3801,2690,-258,2866,-6852,-591,782,1133
4355,16067,3874,2688,112,-2424,1638,142,-679,1737
4356,16067,3836,2690,1074,-32,-4290,700,1159,-1823
4357,16079,4179,2689,720,1542,-3680,-533,1191,-332
4358,16079,3587,2687,870,1192,-7296,39,-177,-376
4359,16198,3913,2689,-2216,1654,-4300,-271,379,-1286
4360,16198,3958,2690,-542,924,-4746,-626,-41,4897
4361,16198,3722,2689,-1514,4254,-7132,-33,-711,1068
4362,16414,3990,2688,204,-2918,-1734,-484,494,2171
4363,16414,3866,2690,-1538,-468,-2356,-42,-206,-267
4364,16521,4056,2688,408,-1230,-2284,-100,-898,-526
4365,16521,3875,2689,1680,-1334,-4350,152,-34,3055
4366,16629,3784,2689,260,-754,-2800,-368,534,-962
4367,16653,3791,2690,-240,-440,-3342,-662,-1003,-317
4368,16653,3872,2688,768,-1346,3088,397,-819,-4847
4369,16665,3913,2688,-348,-2434,-2252,180,-365,-620
4370,16665,3626,2691,40,-802,-3480,933,-968,326
4371,16665,3948,2690,-1138,-1902,-5868,94,-898,-1463
4372,16665,3999,2688,-2578,-1920,-5132,-319,284,815
4373,16689,3688,2690,-502,790,-4306,-368,521,-750
4374,16665,3713,2688,378,1502,-5006,-491,80,564
4375,16665,4173,2688,-270,-180,1136,769,630,-2283
4376,16521,3212,2691,-324,202,-6250,501,-660,435
4377,16521,3743,2690,-142,-398,-4874,332,763,2182
4378,16198,3704,2690,1064,186,-2224,-607,404,110
4379,16198,3758,2688,-1474,74,-3454,-646,601,1336
4380,15876,3743,2688,-24,-2972,2970,-381,949,2067
4381,15732,3646,2690,-660,2066,-7534,1288,423,-2071
4382,15732,3598,2692,-1822,-1716,-556,42,-1365,-105
4383,15469,3542,2690,172,-1578,-4346,-833,-1787,-933
4384,15469,3750,2689,-1280,-330,-5690,-742,-377,2439
4385,14764,3656,2688,1146,274,-5692,-736,-498,2483
4386,13950,3803,2690,-748,-428,260,-830,1023,6444
4387,13950,3501,2691,-1628,-296,-1796,403,-1327,1835
4388,13723,3699,2689,-3406,-2180,-3284,1534,1728,2126
4389,13723,3560,2689,-356,-1324,-3228,-288,-85,3918
4390,13663,3697,2688,-3756,-254,-4072,-439,-1609,2232
4391,13663,3552,2688,-2572,-2158,-3776,-426,2490,3214
4392,13711,3628,2688,-88,-786,-1398,-261,-1200,3447
4393,13795,3604,2688,-4190,-1982,-4794,-565,1395,3293
4394,13795,4321,2691,-1302,-766,-852,-168,1366,4525
4395,13939,3962,2690,-2512,-2002,-3986,43,-593,3438
4396,13939,3407,2690,-2308,-1340,-3076,-106,-298,3573
4397,13939,4093,2689,-2230,458,-2770,404,-1575,8383
4398,13939,3658,2689,-3394,-1978,-4536,546,665,3016
4399,13831,3666,2689,-676,950,-3352,685,160,2374
4400,13544,3606,2689,-5350,6,-9276,478,-717,3691
4401,13544,3803,2689,-2662,-168,-4618,-533,-574,3002
4402,13257,3720,2690,-2530,4320,-6146,-713,-491,4475
4403,13257,3744,2689,434,1796,-4196,52,-145,1843
4404,13030,3787,2690,-1042,-1600,-976,-110,-530,3632
4405,13030,3918,2691,-2472,-264,-6510,7,1503,3656
4406,12886,3898,2689,-3394,-40,-4624,-2292,210,8693
4407,12886,3721,2688,-4662,2070,-5196,-872,2093,8283
4408,12886,4107,2687,764,928,-1872,-1120,29,5333
4409,13018,3522,2689,-1382,-3340,620,-275,-889,4272
4410,13018,3865,2690,-1900,-1952,-648,426,-1482,3718
4411,13137,3920,2690,-1398,2418,-1092,965,143,2963
4412,13137,3788,2689,-5478,1712,-9242,-400,-145,5866
4413,13448,3856,2689,-5566,866,-2772,368,2742,4773
4414,13855,3930,2688,-1680,364,-434,-336,458,3862
4415,13855,3921,2688,160,2404,-7430,-888,-167,4505
4416,14118,3874,2690,-154,-896,-3100,924,-1362,4514
4417,14118,3732,2693,-6932,4494,-7174,371,817,2571
4418,14405,3708,2689,-3548,-3064,-4314,1621,-345,3052
4419,14692,3696,2686,-5510,-688,-4328,856,1582,2006
4420,14692,3724,2686,-2508,596,1284,171,690,1080
4421,15122,3770,2688,-1524,-170,-2980,-91,-139,3400
4422,15122,3754,2690,-2112,-3208,-1836,0,-832,5029
4423,15254,3285,2691,-5324,390,-8502,401,-987,4767
4424,15254,4031,2690,-5580,3146,-1656,730,-2028,2504
4425,15756,3580,2688,-1350,-2860,-7312,38,-28,3688
4426,16091,3607,2687,-778,-1270,-3714,-752,1192,6326
4427,16091,3931,2690,-536,-172,1556,-301,1071,3783
4428,16521,3386,2689,568,-546,-2060,459,-437,1121
4429,16521,4069,2690,-2066,2870,-5182,-884,-1504,3459
4430,16748,3889,2690,-2674,-1114,-4572,110,-1107,3011
4431,16748,3367,2691,-514,5624,-9732,-520,674,1926
4432,16916,4146,2688,-1846,-1384,-2954,307,607,-382
4433,16964,3802,2689,-2700,3110,-4938,26,1335,334
4434,16964,3822,2691,38,2094,-1614,401,1074,-2082
4435,16976,3601,2690,-72,-3176,2342,691,-1098,1584
4436,16976,3703,2690,-998,-2714,-1662,1795,-857,3349
4437,16976,3764,2689,-2034,-2650,-5218,-106,-158,3114
4438,16976,3762,2689,-1772,-572,-3746,-300,141,-3957
4439,16976,3827,2687,-316,-1924,-2084,-813,1718,-455
4440,16964,3923,2689,792,-892,-1014,45,172,426
4441,16964,3808,2691,56,-1676,-1096,843,-235,-951
4442,16964,3846,2690,974,5338,-4636,-103,239,-1354
4443,16964,3814,2689,-2096,-1048,-5746,378,680,-629
4444,16976,3651,2689,400,410,-7340,-1462,1541,-276
4445,16964,3941,2689,1840,1584,-4410,-168,-495,844
4446,16964,3815,2689,372,-116,-4156,-68,801,-1110
4447,16964,3757,2689,-776,-1938,160,872,210,364
4448,16964,4176,2689,-802,1460,-3902,430,-88,-1360
4449,16964,3968,2690,-1006,16,-4484,452,-21,72
4450,16964,3396,2689,1562,-682,-1490,736,1281,329
4451,16904,3837,2689,1028,710,-8492,261,-153,337
4452,16892,3942,2691,1392,434,-5930,42,502,-609
4453,16892,3881,2692,-2742,1312,-8000,-332,-590,137
4454,16892,3888,2690,350,50,-1042,1137,-803,1994
4455,16892,3729,2691,2426,-1530,-5610,1709,-173,-1489
4456,16892,3719,2689,1218,1206,-5824,645,-368,-688
4457,16892,3706,2690,-1472,494,-6194,278,-774,-92
4458,16760,3973,2689,-1496,-1786,-2846,-642,172,-7376
4459,16557,3765,2689,-30,-140,-2816,-1395,2153,3862
4460,16557,3736,2689,1304,2330,-5556,-168,-54,1578
4461,16270,3803,2690,454,2176,-5282,-129,340,452
4462,16270,3873,2690,818,-1592,-270,-422,357,783
4463,16174,3928,2687,-188,72,-3956,659,-215,-656
4464,16174,3794,2689,886,-498,-5418,-162,-597,187
4465,16079,3445,2689,-1904,-414,-4836,197,779,564
4466,15864,3915,2689,1048,-1892,-4782,110,144,-1436
4467,15864,3702,2689,-482,1608,-5378,-310,-1053,918
4468,15254,3869,2690,-864,360,-4666,510,-203,-270
4469,15254,3866,2688,-1784,1234,-3414,900,-981,-5914
4470,14823,3631,2688,-1348,-1010,-2178,-268,-400,-730
4471,14823,3898,2687,-3054,-1894,-1950,581,32,918
4472,14285,3736,2689,2240,3004,-8872,-555,125,5602
4473,13783,3854,2689,702,1170,-6378,-413,-111,1118
4474,13783,3879,2688,-5680,1140,-4490,162,-730,2483
4475,12946,3808,2690,920,-654,-2674,26,99,278
4476,12946,3654,2689,-2632,-786,-4898,258,-1739,1932
4477,12384,4230,2688,-2538,1592,-6152,-607,101,4372
4478,12097,3308,2690,-2472,-3238,-6224,-762,-1057,4393
4479,12097,3787,2688,-3328,-2312,-5440,-61,-622,6969
4480,11966,3944,2688,-3304,124,-2522,-972,1268,10883
4481,11966,3613,2688,-1842,2,-2890,-1049,-53,5227
4482,11966,3944,2690,-3518,-1024,-6126,-552,995,4632
4483,11966,3852,2690,-2616,-1610,-2922,-6,-1003,6373
4484,12013,3780,2690,-4812,-708,-2394,6,-1413,5256
4485,12109,3722,2690,-4546,-3734,-4992,-116,-396,5664
4486,12109,3732,2689,-4288,142,-1642,58,51,8360
4487,12133,3818,2687,-2576,-1888,-3084,-520,1116,3423
4488,12133,3835,2689,406,150,-2870,-281,279,3267
4489,12169,3854,2691,-1242,2876,-1148,261,-664,4629
4490,12169,3876,2690,-3936,-2710,-3006,891,-197,3647
4491,12229,3643,2691,-5026,1526,-5576,497,785,2875
4492,12265,3675,2688,-4946,-5442,-5424,1902,1423,-1991
4493,12265,3635,2686,-1678,-3068,-616,-258,1865,5336
4494,12492,3853,2688,674,-590,942,-510,578,6930
4495,12492,3847,2690,-1134,4420,-2730,352,937,3806
4496,12671,3661,2692,-2348,-876,-6044,436,-765,756
4497,12671,3778,2693,-9598,1432,-6564,581,-520,2595
4498,12599,3614,2689,-4022,906,-5316,1395,-392,5826
4499,12480,3463,2686,-3270,-3770,-3006,-449,1290,6615
4500,12480,4239,2687,-2558,-750,3226,-71,1080,5949
4501,12456,3376,2691,-712,952,-1074,210,1445,6087
4502,12456,4296,2690,-1208,280,1502,-16,-1140,5492
4503,12468,3839,2689,-3682,-1690,-7750,-58,-165,5760
4504,12468,3292,2690,-5368,2290,-7754,-520,-2143,5560
4505,12456,3516,2690,-5288,-4050,-8432,-522,319,6545
4506,12468,3784,2689,-4290,684,-2920,-178,-381,5693
4507,12468,3688,2689,-2926,2094,-6832,29,468,4484
4508,12384,3720,2690,-3864,-902,-3880,543,1303,7440
4509,12384,3833,2690,-1390,-494,-1796,106,908,5781
4510,12217,3852,2689,-5162,926,-6620,420,176,4452
4511,12133,3554,2689,-3428,-4238,-3826,591,197,6597
4512,12133,3579,2689,-3696,1818,-5922,-207,-1477,7202
4513,12133,3609,2689,-3654,-3082,-2066,365,-133,5881
4514,12133,3665,2689,-2276,-896,-5230,310,-374,4360
4515,12217,3525,2689,256,-3076,-3500,68,321,4752
4516,12217,3704,2688,328,-418,-7828,-955,2500,5265
4517,12265,3605,2691,-5928,-4634,-5972,-755,-101,5819
4518,12276,3596,2691,-3824,-180,-4468,762,-1702,1826
4519,12276,3447,2687,-4450,3714,-6902,52,629,4829
4520,12253,3643,2689,-496,-3782,-2594,-177,-82,5398
4521,12253,4071,2691,-328,3376,-2646,530,1446,2822
4522,12241,3330,2690,-946,886,-4498,-436,-216,3547
4523,12241,3909,2689,-6682,2506,-9164,420,-108,1699
4524,12253,3678,2688,-5516,528,-4104,-490,402,6784
4525,12265,3465,2688,-5708,-1898,-2434,636,-1927,4210
4526,12265,3379,2689,-3616,-2100,-6974,-656,626,3977
4527,12396,3717,2692,-1794,-2288,-3504,336,458,5342
4528,12396,3811,2691,-2764,2548,-1494,723,2633,5578
4529,12468,3889,2689,-1226,552,-2380,581,715,4104
4530,12468,3724,2690,-4286,-2948,-7626,-216,452,7128
4531,12540,3690,2688,-3684,2104,-7142,723,874,5256
4532,12599,3428,2686,-2268,-958,-3326,-13,-980,4154
4533,12599,3546,2687,-6386,2616,-4962,-313,422,5805
4534,12683,3668,2690,-1572,1176,-5496,271,-1013,3715
4535,12683,3685,2691,-11270,6032,-6128,-681,-15,5215
4536,12791,3778,2690,-1682,1394,-1416,1091,496,2448
4537,12958,3970,2688,-1152,-152,-1892,-426,-184,4835
4538,12958,4002,2689,-6224,168,-130,-255,131,5707
4539,13161,3729,2693,-3560,2734,-8882,-598,-50,2386
4540,13161,3638,2689,-3788,-1564,-1518,-233,-2528,6067
4541,13424,3526,2687,-3474,5426,-2212,133,-139,5416
4542,13424,3941,2689,-1358,-1280,-430,481,4,6338
4543,13711,3338,2690,-182,418,-4970,352,1220,4935
4544,13950,3894,2689,-1050,-170,-5260,352,166,7131
4545,13950,3972,2688,-4334,-2874,-880,820,-667,6771
4546,14178,3653,2689,-1412,-508,-7424,294,347,5513
4547,14178,3539,2689,-2526,-810,-2684,78,-2158,3114
4548,14417,3763,2689,-2488,5434,-5666,294,-123,3848
4549,14417,3908,2688,-914,2072,-5296,1052,2843,3550
4550,14405,4020,2689,-644,-1896,-1224,232,1525,2840
4551,14405,4050,2690,-2020,-192,-3828,1453,633,-285
4552,14405,3768,2691,-3864,2214,-10560,1724,1538,-1337
4553,14417,3612,2689,-2412,2744,-3446,-461,-1123,3196
4554,14417,3576,2687,-4634,-1776,-4144,220,735,3438
4555,14405,3907,2688,-2018,3186,3890,120,436,4089
4556,14405,3435,2686,-860,4364,-3150,194,-1409,3349
4557,14417,3884,2690,-2384,-1482,-2406,65,940,3806
4558,14345,3864,2692,-390,-658,-3802,633,566,2548
4559,14345,3819,2687,-6506,-1472,-7830,-342,-25,3311
4560,14297,3603,2686,-2764,-2628,-3074,420,-212,2135
4561,14297,3606,2687,-4114,3520,-3700,752,-12,3199
4562,14178,3641,2689,-2310,566,-8606,-1388,1175,5236
4563,14082,3677,2691,-594,-2364,-3904,248,-374,387
4564,14082,3726,2691,-6296,436,-6664,-416,-901,4316
4565,13939,3637,2686,1026,-916,-1266,-655,303,2607
4566,13939,3996,2687,-1604,4038,-3478,-235,-390,2064
4567,13879,3182,2690,-2700,-3192,-2116,-3,-332,3592
4568,13879,3732,2691,-3860,-928,-3418,-149,-181,3432
4569,13879,3528,2690,-3096,1466,-2346,-1905,-653,7909
4570,13891,3587,2688,-2956,-1980,-1240,-710,201,4679
4571,13891,3627,2688,-1506,-502,-1874,-19,537,4605
4572,13891,3703,2691,-1772,2660,-3806,258,-63,2872
4573,13891,3288,2693,-2332,-3194,-8700,1282,-1473,-700
4574,13939,4257,2692,-3186,-968,-6826,-175,1344,5625
4575,13939,2851,2688,-2032,4544,-10062,739,-1416,2987
4576,14070,3718,2686,-3584,3740,-4976,-164,401,3520
4577,14106,4212,2686,-314,-1766,-2472,113,1001,4310
4578,14106,3418,2690,-1484,932,-2192,995,1459,3986
4579,14202,3773,2691,-3458,-320,-1094,720,-603,3523
4580,14202,4159,2690,-3506,1098,-4188,401,-1194,6247
4581,14333,3299,2689,-4518,-1188,-7548,426,96,1204
4582,14333,3664,2686,-1788,472,610,-878,-12,2321
4583,14417,3717,2686,-2308,-1486,-4098,178,-577,3527
4584,14453,3777,2692,-892,-726,-626,1223,1385,367
4585,14453,4072,2692,64,2470,-1274,-26,-721,4646
4586,14524,3209,2688,-4078,-2368,-4058,317,-40,4004
4587,14524,3648,2690,-3076,1674,-4482,74,334,3252
4588,14560,3576,2688,-3930,-2006,-2510,190,10,128
4589,14560,3553,2687,-3164,-2660,-1586,-552,1769,5866
4590,14596,3589,2688,178,278,-3370,55,80,4390
4591,14692,3520,2690,-2784,12,-1278,19,515,3520
4592,14692,3553,2690,-786,1278,-4514,1011,1071,2129
4593,14704,3957,2689,-3340,-2032,-5070,281,-364,54
4594,14704,3240,2689,-2146,784,-6208,-107,404,2845
4595,14524,3686,2689,-1934,-1966,-2520,649,-447,1363
4596,14309,3827,2689,-2448,1108,-886,-58,423,3963
4597,14309,3578,2691,-2712,-2538,8,-55,-1016,4428
4598,14106,3623,2690,-742,4874,-2588,200,-504,3859
4599,14106,3752,2690,-2930,-1286,-7638,439,1439,3249
4600,13950,3613,2690,-3256,564,1676,-1579,-257,3553
4601,13950,3606,2688,-522,14,-3368,-562,143,4446
4602,13783,3841,2688,-1706,-2356,-5576,232,-412,3382
4603,13532,4009,2690,-2850,254,-2686,804,581,2489
4604,13532,3277,2690,-584,-2074,-1344,1286,-459,4420
4605,13245,3615,2688,-2310,-2508,-5576,1014,503,2795
4606,13245,3640,2687,-2686,-756,-2444,-284,-82,2392
4607,13090,3713,2689,-4426,1356,-4282,255,-72,3635
4608,13090,3639,2690,40,1894,-8790,-423,1433,1054
4609,12910,3790,2690,-2318,-2468,-6468,-177,-863,609
4610,12898,3810,2688,-2746,3986,-3220,-1253,-38,4272
4611,12898,3600,2689,-1804,-2498,-3068,80,-537,3376
4612,12886,3721,2688,-3304,-976,-312,-287,-98,4537
4613,12886,3844,2688,-2678,708,-4190,155,1217,3214
4614,12910,3721,2689,-1802,1698,-4552,135,-108,7098
4615,12910,3602,2691,-5614,-3888,-3830,-911,-181,-46
4616,12827,3777,2688,-3082,1102,-5318,-57,-1094,4918
4617,12731,3687,2686,-3286,824,-5520,-926,694,9734
4618,12731,3554,2689,-3700,784,-2652,-881,-1197,5348
4619,12683,3780,2689,-3328,-1030,-9268,927,-365,458
4620,12683,3782,2690,-2426,-2238,-2816,323,1255,3459
4621,12599,3752,2690,-3776,1448,-3902,-697,677,7184
4622,12563,3656,2688,-1590,2874,-10908,-736,1748,5062
4623,12563,3843,2687,1008,2068,-3582,-1740,343,5616
4624,12599,4213,2690,-1470,166,-220,991,-476,6606
4625,12599,3350,2691,-4440,3032,-5676,-146,-50,4416
4626,12599,3764,2691,-2536,-386,-4320,-571,-879,5704
4627,12599,3771,2690,-5710,-2318,-6504,210,994,1334
4628,12540,3687,2688,-3536,2346,-5420,-235,55,3954
4629,12540,3715,2688,-1708,-2032,-2230,342,1506,2097
4630,12492,3552,2690,-306,1820,-5402,607,2265,2188
4631,12456,3784,2690,-4098,-2036,-5166,352,-1149,6197
4632,12456,3664,2689,-1588,1074,-3860,-29,-1626,4378
4633,12456,3684,2688,-152,-396,-7118,-339,-181,6845
4634,12456,3789,2690,-3024,-316,-6284,-1156,-1908,6247
4635,12480,3970,2690,-6294,-3070,522,-32,1728,3252
4636,12599,3393,2689,914,1446,-3792,213,226,4116
4637,12599,3746,2688,-4202,-720,-6624,-261,480,5454
4638,12695,3780,2691,-740,-1268,-1038,213,543,5386
4639,12695,3689,2690,-3204,292,-7314,1246,-2394,2518
4640,12683,3713,2691,-3998,412,-5226,-135,1189,3485
4641,12683,3606,2688,-1772,-156,-5832,107,-1073,626
4642,12683,3692,2688,2110,370,-9298,-1017,1039,4307
4643,12695,3773,2688,98,-2376,4760,365,1464,8212
4644,12695,3882,2689,68,-1834,-576,278,-155,3635
4645,12791,3847,2690,-4132,-20,322,346,-269,4136
4646,12791,3809,2692,-1986,-1858,-8272,911,-1902,3008
4647,12827,3951,2691,-4336,-2134,-5076,1837,477,2872
4648,12827,3227,2687,-1658,-3256,-3898,852,575,4764
4649,12827,3642,2686,-2098,278,-1598,-68,719,3624
4650,12827,3676,2689,-2246,4594,-2000,-196,1434,5893
4651,12827,3847,2693,424,-3364,2170,875,-60,5993
4652,12827,3745,2691,-3334,2842,-5188,762,-1854,3656
4653,12827,3682,2690,-3804,-1590,-6420,175,-260,4912
4654,12898,3663,2688,-2326,1102,-4636,-488,-1089,4670
4655,13030,3626,2687,-1704,624,-5840,-400,550,5259
4656,13030,3664,2689,118,-3650,686,1185,778,2731
4657,13245,3762,2692,-614,-138,2152,843,1465,2592
4658,13245,3779,2689,-1890,950,-6348,0,376,2966
4659,13436,3625,2689,-7228,2282,-6202,187,10,3848
4660,13436,3136,2690,-4328,-516,-5794,359,-580,3665
4661,13604,3599,2688,-3618,1492,-4938,220,-1520,2445
4662,13783,3854,2687,-1590,2962,-4126,-700,-876,7308
4663,13783,3614,2691,130,1062,-2890,652,201,3255
4664,14082,3583,2690,-596,-3756,-76,1240,719,6459
4665,14082,3720,2690,-1490,3390,-7646,181,93,5236
4666,14716,3720,2691,-5354,-358,-3526,1773,1224,526
4667,14716,3590,2687,-7056,1330,-6552,-652,283,4384
4668,15373,3728,2687,-3834,1802,-6056,-1088,-1238,6338
4669,15768,3429,2687,-2408,-1410,6,-87,-101,5127
4670,15768,3972,2689,-4978,1184,368,-203,-216,9194
4671,16115,3555,2692,1602,2206,-1696,372,827,2466
4672,16115,4290,2690,-504,-890,-4518,349,1739,2763
4673,16521,3744,2689,-894,6432,-12356,-658,-199,3771
4674,16521,3397,2692,-4480,222,-4424,274,686,3718
4675,16988,3639,2689,-32,2194,-6068,-527,4,2315
4676,17035,3761,2688,-744,-1692,858,-581,-240,800
4677,17035,4164,2690,-1716,2850,164,691,-3,-264
4678,17131,3718,2692,-1420,1462,-5040,455,-606,-1027
4679,17131,3443,2689,-676,590,-1836,-371,792,273
4680,17131,3886,2688,836,-664,-4478,213,2074,-37
4681,17155,3695,2688,330,466,-9412,1233,-543,408
4682,17155,3759,2687,-1504,3300,-6146,-768,1042,1174
4683,17251,3834,2689,-486,-642,1950,740,273,331
4684,17251,3720,2689,1916,-1482,-3228,823,-1327,-1555
4685,17466,3836,2688,-900,-80,-6666,229,-212,1048
4686,17466,3617,2687,154,-1538,-2240,479,1097,1526
4687,17777,3781,2689,322,2316,-4402,281,458,169
4688,17777,3643,2690,-754,-2360,-4202,546,1611,806
4689,17944,3556,2692,1298,780,-3590,849,766,-1390
4690,18076,3675,2689,540,-2036,-2948,-51,1671,-2
4691,18076,3492,2689,2614,2244,-6346,22,470,-1826
4692,18207,3695,2690,-518,-1302,-2814,158,-1266,-821
4693,18207,3599,2690,1808,-58,-5592,-319,296,-1608
4694,18327,3681,2689,68,206,-3820,-1314,226,1042
4695,18410,3723,2689,3260,1114,-8934,-885,1090,688
4696,18410,3618,2689,-858,-146,-2144,-388,-308,-706
4697,18410,3775,2690,1094,-642,-1326,-616,1915,-847
4698,18422,3565,2688,2918,2704,-5716,436,-552,-2218
4699,18865,3688,2689,1192,-2618,-2022,349,1398,1649
4700,18865,3614,2689,5004,2234,-5930,-1250,1442,2943
4701,19020,4002,2688,1080,32,-3850,-71,-291,-3129
4702,19128,3655,2689,5442,-838,-5726,-671,223,-4428
4703,19128,3559,2689,210,-104,-4940,-68,-110,-2480
4704,19104,3711,2689,998,-1036,-4028,-161,-91,-2283
4705,19104,3585,2691,514,-3220,-2870,317,-21,-4216
4706,19128,3529,2690,728,-1228,-4770,42,343,-1690
4707,19235,3764,2688,2442,1858,-7428,-307,588,-2448
4708,19235,3862,2690,892,-2946,18,-733,366,-1914
4709,19319,3583,2688,3000,-1676,-4476,-1001,-184,1059
4710,19319,3478,2689,246,-820,-4374,78,1509,-2389
4711,19295,3776,2689,2772,642,-5344,-1104,905,-2041
4712,19295,3485,2689,2188,-68,-2464,-106,836,-2625
4713,19259,3725,2689,324,3116,-786,-123,89,-385
4714,19176,3650,2689,3278,152,-2760,168,-705,-2333
4715,19176,3723,2688,752,-514,-3594,356,332,-2845
4716,19020,3654,2689,2312,-2018,-4706,381,791,-1991
4717,19020,3941,2689,4920,-180,-4686,320,782,-797
4718,18865,3202,2689,-954,-616,-3670,368,353,-2607
4719,18865,3637,2689,2584,-2668,-160,-13,248,-6011
4720,18865,3616,2689,2656,-76,-3392,3,-781,-2141
4721,18410,3647,2689,3672,4396,-1032,294,-1692,-3615
4722,18410,3655,2691,1356,712,-2828,420,-704,-2436
4723,18315,3736,2690,3004,-104,-5778,116,1011,-2793
4724,18315,3699,2690,3218,556,-4080,181,-402,-3786
4725,18183,3690,2689,660,-2904,-4822,526,1601,-3017
4726,18183,3996,2688,5910,952,-4406,1159,42,-4257
4727,18195,3223,2690,1626,-3342,-2432,210,-689,-3827
4728,18135,3729,2688,1620,-172,-3620,-26,-606,-3040
4729,18135,3662,2689,-2230,512,-1814,804,-1181,-7166
4730,18088,3609,2689,776,-1924,784,-19,433,-5907
4731,18088,3782,2689,3084,1566,-1628,-9,-1206,-2392
4732,17968,3752,2688,-844,188,-5196,-759,1246,-1879
4733,17836,3767,2690,2652,-2050,-2578,1020,1811,-2975
4734,17836,3679,2688,916,-508,-9398,74,-1038,-134
4735,17693,3849,2688,1558,2762,-4736,-410,141,-4057
4736,17693,3834,2689,1456,-822,-2710,181,-393,-2241
4737,17454,3833,2690,370,-2138,282,-126,-530,-2937
4738,17454,4236,2688,1182,-42,-354,1243,406,-1720
4739,17310,3339,2688,3338,-406,-6840,242,-383,-638
4740,17191,3692,2688,-650,682,-5812,-122,693,-1348
4741,17191,3485,2688,-766,-2446,-2056,194,616,-2878
4742,17167,4136,2688,680,990,-746,10,-789,-1560
4743,17167,3297,2689,-638,-1216,-3680,659,-1180,603
4744,17155,3742,2689,1286,-1140,-4094,194,369,-1626
4745,17155,4090,2689,250,-1590,-5022,623,-260,-2333
4746,17167,3705,2688,-972,-1464,-2708,-16,159,-806
4747,17143,3302,2689,1424,1070,-6760,-529,214,-3647
4748,17143,3989,2689,2264,1420,-2098,288,106,-1799
4749,17131,3917,2690,528,-120,-754,22,-387,-329
4750,17131,2906,2691,-6,-928,-4144,268,-628,-5646
4751,17143,3659,2689,1782,942,-2952,71,1522,-3323
4752,17143,3586,2688,58,1496,-5454,-1101,912,-2124
4753,17119,3640,2688,-140,672,-2848,-146,880,-1534
4754,17119,3738,2689,584,-440,-4586,55,969,-3199
4755,17119,3905,2689,3788,-154,-972,-116,-831,-2633
4756,17047,3679,2688,56,-1580,-3348,-20,-654,-2368
4757,17047,3659,2689,2768,1054,-6628,-749,-883,-1363
4758,17035,4110,2689,-1704,1284,-6218,-168,534,-447
4759,17035,3974,2688,1008,352,-8982,-688,505,-780
4760,17047,3241,2689,496,-4200,-322,-135,-161,936
4761,17035,3622,2688,2426,1532,-8120,-87,642,-1413
4762,17035,3581,2690,-548,-1674,-3108,165,118,1446
4763,17047,3743,2691,1430,-1532,-6654,-662,-542,-1655
4764,17047,3728,2691,84,-2276,-1152,-988,-793,-3659
4765,17035,3880,2689,62,-876,-6548,-636,-184,-69
4766,17047,3488,2689,-576,-616,-1376,-468,595,-511
4767,17047,3748,2690,440,-1860,-2432,-29,531,-951
4768,17047,3877,2689,2354,-940,-1890,-772,921,-1525
4769,17047,3326,2690,2488,1616,-5448,-145,-1006,-2256
4770,17047,3999,2690,-232,-448,-530,-400,471,-1652
4771,17047,3706,2689,2138,-2518,-904,391,-158,-2395
4772,17047,3698,2690,1496,132,-6288,362,-1501,-1602
4773,17047,3853,2690,3254,482,-5784,175,760,-1531
4774,17047,3798,2691,34,770,-6462,701,-209,-665
4775,17047,3526,2689,2832,-144,-2224,-500,1052,-1841
4776,17047,3617,2690,10,296,-330,-539,531,-1048
4777,17035,3649,2690,2776,1488,-3848,587,-708,-1873
4778,17035,3709,2691,726,-1448,-2544,171,479,-1166
4779,17047,4072,2688,1996,1278,-2092,-549,-641,-1030
4780,17035,3702,2690,956,2508,-7998,123,804,305
4781,17035,3310,2688,2132,-1366,-2342,481,-603,-1490
4782,17035,3635,2687,3458,626,-5632,204,-933,-1661
4783,17035,3710,2687,870,-514,-5516,84,-438,-895
4784,17035,3808,2690,-172,2430,-4058,-300,-968,-1546
4785,17035,3594,2689,-426,1940,-4994,-64,-371,-2362
4786,17035,3746,2690,-262,-2560,-1818,585,-584,-1434
4787,17047,3776,2688,1252,-38,-2368,-610,160,-1083
4788,17047,3861,2691,1100,1704,-5096,423,-418,-5696
4789,17035,3791,2688,-682,1300,-6590,171,401,-1054
4790,17035,3676,2689,-158,-1036,-3808,-310,976,-1755
4791,17035,3618,2692,-270,-420,-5180,649,305,-806
4792,17035,3607,2690,3300,-1606,434,1137,-25,211
