index,servo,motor,gimbal,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1112,10500,2930,2690,922,-3500,-4610,969,779,5519
1113,10500,3227,2690,-4576,4746,-13986,-219,30,6011
1114,10500,3141,2688,-2990,112,2072,624,1945,2159
1115,10500,3190,2690,-5702,1988,-1626,-247,-608,6094
1116,10500,3378,2688,-6518,2664,-5420,-919,281,9519
1117,10500,3227,2691,-1588,-1486,-4710,330,-1024,4670
1118,10500,3133,2692,-4988,-904,-6228,-955,-710,6739
1119,10500,3478,2688,-1660,-454,-2638,1596,-446,2914
1120,10500,2858,2687,-3326,-2332,-8238,97,-1304,7225
1121,10500,3364,2688,68,-478,-10434,30,1281,4267
1122,10500,3238,2688,-2260,-82,-4462,130,929,4894
1123,10500,3437,2688,996,-2078,-4880,-916,922,5905
1124,10500,3334,2688,-1288,18,-6452,776,-142,4473
1125,10500,3203,2692,-3278,634,-4960,446,-1101,5165
1126,10500,3139,2693,-4374,422,-2312,94,-717,5713
1127,10500,3262,2687,-1342,1436,-2742,1005,-309,5575
1128,10500,3374,2686,-4392,78,-5306,207,621,6725
1129,10500,3504,2691,-6408,212,894,624,1513,6651
1130,10500,2932,2690,-4958,2152,-2004,-393,-170,8596
1131,10500,3325,2685,-5048,1160,82,-319,1144,6692
1132,10531,3378,2690,-4518,-376,-1052,-1065,-875,10138
1133,10626,3216,2690,-6234,-374,-4656,-1062,452,6698
1134,10626,3358,2688,666,-72,-3278,-1362,-568,13205
1135,10686,3077,2687,-862,-3168,-1416,278,-923,5669
1136,10686,3340,2688,-2802,-1310,-2550,921,621,3244
1137,10698,3268,2692,-2860,-2304,890,439,-463,5360
1138,10698,3299,2689,-8240,-2526,-10242,-242,525,6591
1139,10722,3615,2688,-3048,-1638,-4424,-800,725,6202
1140,10925,3012,2688,-2242,1904,-1534,-174,-904,6397
1141,10925,3388,2688,-2548,-1968,-3554,3,-669,6724
1142,11093,3118,2693,638,-896,-1462,598,46,6610
1143,11093,3253,2693,-4734,-1632,-8500,1169,1456,3544
1144,11164,3371,2689,-4700,-2108,-4982,178,424,5516
1145,11164,3382,2688,-4220,-3358,-3976,2483,1710,4738
1146,11153,3168,2688,-1312,-3322,-6228,333,1885,3002
1147,11176,3185,2687,-1016,3202,-3842,391,-767,5180
1148,11176,3125,2689,-4468,-2326,1294,278,-993,6262
1149,11164,3644,2691,-2822,-2648,-1194,1040,592,686
1150,11164,3082,2687,-830,-844,-2426,1156,566,3901
1151,11224,3027,2689,-3420,-1554,-4776,440,17,4812
1152,11236,3588,2690,-2950,-1690,-4650,2422,1980,-2306
1153,11236,2977,2686,-4394,3554,-2866,-6,-666,6303
1154,11224,3160,2686,-8116,-604,-1022,127,506,4149
1155,11224,3123,2687,-2976,2464,-2618,-390,-211,6333
1156,11212,3276,2688,-678,-1882,-1130,321,1165,6424
1157,11212,3548,2688,-2334,1168,-6626,-606,449,9200
1158,11212,3542,2688,-3108,416,-3128,-99,-567,7064
1159,11320,3417,2689,-6554,4112,-4508,-105,-449,4933
1160,11320,3496,2689,-8186,2478,-6552,-690,291,6439
1161,11559,3273,2690,-3418,-786,-2242,459,567,6834
1162,11559,3269,2687,-5294,-302,-2616,-138,360,6778
1163,11762,3242,2688,-976,830,1712,-354,1510,6212
1164,11762,3472,2688,-1528,-1416,-282,272,646,5475
1165,12480,3762,2691,-4166,-2112,-2524,-103,-187,6491
1166,13317,3076,2690,-4224,1330,-9528,636,-523,5068
1167,13317,3097,2689,-1812,1694,-5052,259,-983,5563
1168,14285,3473,2688,-10954,2164,-6832,-152,611,7098
1169,14285,3045,2687,332,-2102,4676,36,1199,5952
1170,15134,3628,2690,334,-280,-2822,-177,-176,5793
1171,15134,3248,2691,-1250,-268,-2546,-290,3145,5457
1172,15947,3547,2691,526,-490,-3712,1111,1049,4331
1173,16689,3279,2691,-638,1822,-9574,-22,-1974,2345
1174,16689,3188,2692,130,-1216,-7968,-413,1157,3541
1175,16976,3146,2691,154,5170,-6290,-119,-1399,3963
1176,16976,3216,2689,-4926,924,-2444,-684,643,2307
1177,16964,3232,2690,-578,-788,4934,2242,2736,-5253
1178,16988,3193,2690,-424,-1154,-634,-326,-228,1216
1179,16988,3216,2689,-1364,-1726,-1196,-22,122,1502
1180,16988,3296,2689,-1518,118,-3520,-261,-304,370
1181,16988,3251,2690,2174,-1968,-8410,1263,-415,-523
1182,17000,3192,2687,-1770,-1526,-6864,-623,858,3459
1183,17000,3257,2686,1310,-2162,-8686,-416,633,818
1184,16988,3314,2690,-162,-480,-2244,-877,1199,-555
1185,16988,3537,2690,1214,2208,-6284,-448,-113,2445
1186,16988,2840,2689,-364,-590,-2094,-555,176,771
1187,16964,3163,2689,924,-58,-3338,56,881,-753
1188,16964,3132,2688,290,-268,-5472,-245,-402,-372
1189,16976,3253,2688,-1178,254,-4628,-458,478,238
1190,16976,2966,2690,1100,148,-5684,330,868,43
1191,16964,3374,2689,-760,-1996,-2800,317,-5,-1404
1192,16988,3448,2690,242,-412,-5998,856,1405,594
1193,16988,3202,2690,1260,1246,-3912,-112,332,465
1194,17000,3195,2689,-796,5346,-3710,-874,710,-455
1195,17000,3059,2690,-502,-1138,-794,13,-606,193
1196,17000,3490,2691,-636,464,-4994,-797,348,1947
1197,17000,2899,2690,620,762,-4644,291,141,-682
1198,16988,3265,2689,272,-484,-7454,43,459,580
1199,16988,3451,2689,-1078,-862,-1166,-141,344,606
1200,16988,3109,2689,868,-2160,-854,368,198,2719
1201,17000,2986,2689,168,-730,-3574,4,265,1820
1202,17000,3410,2690,-170,152,-3646,-296,240,-78
1203,16988,3222,2690,-240,2172,-6436,-261,-97,-708
1204,16988,3261,2690,-776,-828,-4064,-590,-379,52
1205,16988,3202,2689,-226,394,-7900,-373,-30,3303
1206,16988,3180,2689,-334,2458,-4652,104,357,314
1207,16988,3304,2688,-302,-792,-1134,246,20,-75
1208,17000,3162,2689,-1164,-1760,-1714,766,919,-216
1209,17000,3196,2690,766,150,-2470,349,74,-10
1210,16988,3310,2690,-218,-258,-4896,-380,1098,-367
1211,17131,3134,2687,136,-64,-2866,-571,-193,-668
1212,17131,3204,2689,-962,1892,-5682,-735,-351,273
1213,17382,3034,2689,194,1284,-4006,36,-323,-163
1214,17382,3255,2690,-2534,1126,-208,433,186,-1127
1215,18183,3155,2690,-910,-772,-6142,1237,-408,-2751
1216,18183,3250,2690,-1974,1528,-7452,-187,153,561
1217,19020,3036,2688,1224,-1744,-3372,372,1793,-2194
1218,19522,3435,2689,5046,-1408,-4794,-768,-418,706
1219,19522,2976,2690,-358,-1178,-7264,298,-843,-809
1220,19690,3263,2691,2526,-1514,-5646,162,468,-4700
1221,19690,3111,2691,3410,476,-4622,-1026,-637,1392
1222,19809,2986,2690,610,1152,-4666,-51,973,5835
1223,19809,3254,2688,3124,-558,-3934,272,-475,-2763
1224,19821,3097,2691,1764,-578,-8074,214,20,-3924
1225,19845,3076,2689,2974,3488,-4176,314,-1237,-3756
1226,19845,3249,2689,164,-1524,86,165,-1047,-2695
1227,19845,3158,2690,1834,658,-242,-122,1729,-3644
1228,19845,3256,2689,3194,-196,-1074,668,-1031,-3918
1229,19833,3294,2689,-72,330,-798,688,465,-3175
1230,19833,3325,2688,4898,-600,-4270,420,363,-3851
1231,19762,3489,2689,-174,-2124,-3224,882,-634,-4572
1232,19499,2459,2689,2542,-758,-8920,291,1170,-4581
1233,19499,3624,2689,948,3178,-9172,-55,-796,-6200
1234,19570,3113,2689,-164,2838,-3986,-538,-65,-2515
1235,19570,2935,2691,1722,-306,-1280,-212,-361,-4384
1236,19941,3432,2689,2440,-2730,-9910,-251,-1837,-5097
1237,20312,3134,2689,2830,-550,-2856,1459,1195,-15822
1238,20312,2812,2690,1076,-288,-3742,152,-304,-4885
1239,20419,3174,2689,2734,156,-6156,-57,1049,-3040
1240,20419,3152,2688,-674,926,1574,-455,1481,-4065
1241,20228,3283,2689,3896,-2596,-2414,333,227,-4652
1242,20228,3146,2689,3114,-1478,-6698,-41,760,-5132
1243,19702,3284,2690,4108,-748,-4050,388,-615,-3479
1244,18853,3202,2689,4440,-958,-4910,-170,-853,-4171
1245,18853,3050,2688,6346,-2640,-4292,-6,-377,-1684
1246,18088,3170,2690,386,186,-2664,58,-1279,-3547
1247,18088,3236,2688,2166,-2422,-2722,-455,576,-2326
1248,16808,3155,2689,2450,-960,-4144,291,-688,-3520
1249,16808,3277,2689,-2266,1748,-3522,326,909,-3382
1250,15887,3179,2689,-1176,994,-3278,-609,319,-5315
1251,13950,3062,2688,-1620,-1000,-5708,-9,-113,-1428
1252,13950,3175,2689,-2048,-586,-1068,550,-217,-1852
1253,12779,3171,2691,-2746,-446,-6356,253,-1158,-705
1254,12779,3091,2688,-4318,704,-3242,941,-1119,591
1255,11870,3232,2688,-3590,922,-5048,346,-1094,2610
1256,11870,3215,2685,-4724,1460,-6822,-25,-249,5272
1257,11416,3179,2687,-432,-380,-2314,7,-913,3565
1258,10949,3091,2687,-1742,2204,-9062,1044,379,2616
1259,10949,3166,2690,-4728,-676,-2138,349,-608,3992
1260,10500,3077,2690,-2722,-3408,-3414,637,697,6669
1261,10500,3198,2689,-6006,-568,-3200,-132,-243,5555
1262,10500,3370,2688,-1688,-2462,-4948,-22,-399,1119
1263,10500,2944,2689,-3528,1930,-1386,1302,-1323,2027
1264,10500,3080,2689,-4602,1568,-2124,-255,-387,5250
1265,10500,3212,2689,-3372,-4294,-4326,304,-593,5993
1266,10500,3151,2689,-794,-18,-9476,-881,544,8386
1267,10500,3233,2689,-4674,148,-3436,-545,233,7845
1268,10500,2951,2689,-2040,-274,-1226,746,-288,4838
1269,10500,3264,2690,-2618,762,-1000,-497,928,1982
1270,10500,3260,2689,-2476,-456,-4948,-80,-1666,7470
1271,10500,3082,2689,-8042,298,-5232,-390,-228,6612
1272,10500,3013,2689,-3780,2120,-3728,-467,-157,6680
1273,10500,3166,2687,-6324,-2394,-2456,162,179,5879
1274,10500,3271,2686,-2176,-2802,-2342,-354,354,9259
1275,10500,2821,2688,-1818,-812,-1664,-142,-148,7081
1276,10500,3302,2690,-1064,102,-2700,-9,325,8534
1277,10500,3409,2691,-2536,-2028,-4768,382,-55,5051
1278,10500,3135,2691,-4150,-732,-8116,447,-471,4835
1279,10500,3136,2690,-5866,2246,-3264,-600,760,3547
1280,10500,3121,2687,-3538,-148,-1500,152,287,5755
1281,10500,3280,2687,-3270,-2074,-578,504,687,5195
1282,10500,3264,2691,-2254,-2526,-5782,427,617,5764
1283,10500,3239,2692,-3792,1596,-9202,33,-246,3394
1284,10985,3263,2688,-5666,-1014,-7182,49,-659,6120
1285,10985,2701,2689,-1558,1024,-4880,863,-1246,6176
1286,11870,2931,2688,-6238,-144,-2912,-134,-687,7205
1287,11870,3132,2688,-2152,-192,-2944,7,519,6297
1288,13173,3403,2691,-2320,-3814,-4320,1572,350,4873
1289,13173,2889,2689,-1616,298,-4534,-42,325,5981
1290,14417,3248,2688,-1240,2176,-2764,-183,-373,5587
1291,15218,3229,2690,-6262,1898,-500,-2182,-732,12610
1292,15218,3137,2688,-1688,-1012,-6406,191,1122,6176
1293,16294,3023,2687,-2624,-356,-2816,-852,948,5885
1294,16294,3094,2689,234,-972,-3924,-213,58,8201
1295,17167,3196,2692,282,2080,-3430,169,1834,4281
1296,17215,3118,2692,860,-1162,-6940,230,75,804
1297,17215,2930,2689,-2112,-1088,-326,972,-291,5760
1298,17334,2929,2691,-1448,-542,-3094,559,-110,-2023
1299,17334,2012,2691,-2052,726,-3122,672,583,1635
1300,17346,1826,2690,-1478,-2788,-1224,1556,-1247,3031
1301,17346,1635,2690,524,758,-8364,485,195,-163
1302,17358,1644,2691,-658,-5968,-880,437,618,1131
1303,17370,1447,2689,-1452,-4404,-904,668,407,-267
1304,17370,1572,2688,874,-5928,-3900,472,-28,376
1305,17370,1632,2689,640,-3664,-5232,204,-780,-322
1306,17370,1463,2692,-524,-3608,-720,-35,-370,188
1307,17358,1308,2690,-694,-2578,-5508,-223,509,-414
1308,17358,932,2691,-1128,-1180,-3194,-61,128,-98
1309,17454,945,2690,102,-4848,-6028,272,125,214
1310,17789,1113,2689,-1014,-5090,-1784,346,-739,246
1311,17789,1239,2688,-1018,-2500,-6300,30,-119,-119
1312,18135,1405,2689,-258,-2046,-6976,14,-250,161
1313,18135,1373,2689,502,-2838,-3478,-41,1170,-116
1314,18255,1146,2689,-920,-1238,-5110,133,-319,-717
1315,18255,1065,2690,22,-4550,-6948,52,103,-157
1316,18315,919,2690,828,-1346,-5330,-83,217,-66
1317,18327,1201,2688,926,-2270,-6112,-197,-190,-647
1318,18327,1118,2689,308,-338,-6734,-460,-494,-614
1319,18315,912,2690,310,-3414,-5544,330,240,-372
1320,18315,993,2690,198,-706,-5356,65,-281,-428
1321,18207,927,2691,-498,-4130,-1606,43,122,43
1322,18088,1026,2690,226,-1734,-4476,172,-11,93
1323,18088,658,2689,756,-2250,-5284,181,-237,-393
1324,17956,761,2690,-68,-814,-4502,10,68,-148
1325,17956,708,2690,494,-1254,-6110,68,65,-378
1326,17777,637,2689,-1042,-764,-2168,211,-170,-313
1327,17777,591,2689,984,-2486,-4314,98,74,-95
1328,17609,595,2690,730,-3266,-3044,178,-78,-334
1329,17550,459,2688,344,-806,-3720,-148,-145,14
1330,17550,487,2690,126,-56,-4504,-80,68,-255
1331,17490,414,2689,-182,-2250,-3774,313,-517,-500
1332,17490,384,2690,100,-554,-4156,-158,-110,-331
1333,17466,365,2689,-166,-2720,-3774,233,-142,-37
1334,17466,305,2689,166,-700,-4354,42,20,-211
1335,17394,296,2691,100,-414,-4040,-99,39,-278
1336,17370,260,2690,-6,-688,-3684,46,123,-275
1337,17370,224,2691,24,-654,-4352,75,-2,-505
1338,17346,195,2689,44,-466,-4002,-142,-44,-66
1339,17346,183,2690,-130,-774,-3612,30,-49,217
1340,17334,148,2690,-104,-306,-4274,84,45,96
1341,17334,143,2689,-120,-704,-3874,-70,30,-84
1342,17370,125,2689,-204,-556,-3790,-39,99,-31
1343,17358,89,2690,-76,-584,-3948,65,8,11
1344,17358,68,2690,74,-564,-3904,-41,157,-346
1345,17334,72,2689,-28,-640,-3794,133,-72,37
1346,17334,51,2691,-100,-250,-4070,36,178,51
1347,17358,39,2690,-58,-224,-4024,49,151,55
1348,17358,30,2690,-30,-290,-3836,-28,-144,129
1349,17358,27,2691,-86,-162,-3932,-38,-94,61
1350,17370,28,2689,-40,-70,-3994,-67,-8,-145
1351,17370,25,2689,16,-268,-3932,107,207,96
1352,17370,34,2689,0,-142,-3954,4,281,-255
1353,17370,32,2690,-86,38,-3856,49,-53,-122
1354,17358,19,2690,24,-168,-3972,40,2,143
1355,17358,12,2688,-2,-230,-4096,-125,-179,149
1356,17358,3,2690,-54,158,-4062,-38,-164,49
1357,17322,1,2689,44,-258,-3852,120,-313,-296
1358,17322,0,2691,-76,170,-3976,30,-275,-84
1359,17227,1,2690,-48,-24,-3964,36,-34,128
1360,17227,0,2690,14,-132,-3870,-16,29,37
1361,17143,0,2691,-38,108,-4022,3,-142,417
1362,17143,0,2691,-188,6,-3930,-15,-78,202
1363,17143,0,2690,-40,-106,-4038,0,23,155
1364,17131,0,2690,66,2,-3870,0,-37,-175
1365,17131,0,2691,-8,-24,-3956,49,-75,-25
1366,17131,0,2690,50,-134,-3898,-12,-62,-42
1367,17131,0,2689,-36,90,-4014,-39,-428,308
1368,17107,0,2689,-52,152,-4012,-132,-246,300
1369,17107,0,2691,46,-102,-3952,-29,23,-164
1370,17107,0,2691,-18,12,-3914,-15,335,-328
1371,17107,0,2690,-52,24,-3988,32,-3,-285
1372,17107,0,2692,0,-78,-3936,75,-287,-234
1373,17107,0,2690,-54,-40,-3928,-83,453,-48
1374,17107,1,2688,-26,18,-3872,36,-129,-28
1375,17107,0,2690,-16,18,-3918,-51,363,167
1376,17047,0,2691,-38,-6,-3912,49,-104,13
1377,17047,0,2690,88,-156,-3900,-3,-246,-260
1378,17035,0,2689,24,28,-3962,-2,196,-60
1379,17035,0,2689,2,-158,-3904,-9,119,132
1380,17035,0,2690,-50,96,-3900,-148,191,526
1381,17035,0,2689,-44,-216,-3848,-22,-24,158
1382,17035,0,2691,-52,174,-4106,159,109,-196
1383,17047,0,2690,-22,-32,-3966,59,265,-372
1384,17047,0,2690,-32,36,-3948,3,90,-187
1385,17035,0,2690,-58,-78,-3912,-3,433,-476
1386,17035,0,2689,-14,0,-3898,-41,186,-278
1387,17119,0,2690,-30,12,-3842,23,17,-222
1388,17131,0,2690,-24,-66,-3972,-96,8,-125
1389,17131,0,2689,-26,-12,-4000,1,-69,-428
1390,17143,0,2691,12,28,-4010,10,125,-319
1391,17143,0,2689,-32,-84,-4006,62,-75,-107
1392,17119,1,2689,-32,-2,-3918,14,87,-134
1393,17119,0,2689,-4,144,-4080,-112,309,308
1394,17047,0,2689,-4,-258,-3874,-35,220,117
1395,17035,0,2689,-50,166,-4038,-128,62,179
1396,17035,0,2688,-70,-34,-3898,-13,-66,-231
1397,17035,0,2688,-32,-112,-3922,-9,14,163
1398,17035,0,2691,14,-204,-3830,101,27,14
1399,17047,0,2690,-4,-40,-4008,-106,160,341
1400,17047,0,2689,-8,156,-4084,20,27,232
1401,17035,-1,2689,-28,52,-3920,36,33,84
1402,17131,0,2690,18,-198,-3802,85,119,-75
1403,17131,0,2690,-4,70,-3996,-26,71,37
1404,17143,0,2690,-40,10,-3934,107,-478,-325
1405,17143,0,2690,34,96,-3970,39,-171,-211
1406,17155,1,2689,2,-44,-4008,-51,65,-222
1407,17155,1,2691,-10,-114,-3856,-90,-18,84
1408,17251,0,2689,-52,70,-3960,-48,306,128
1409,17358,0,2690,-16,4,-3972,1,186,-22
1410,17358,0,2689,124,-80,-3952,172,-246,-393
1411,17550,1,2689,4,-180,-3824,236,-570,-148
1412,17550,0,2688,-120,-148,-3856,-25,78,20
1413,17908,0,2690,-108,314,-3698,7,290,-296
1414,18076,-1,2690,502,70,-3894,55,10,137
1415,18076,-1,2690,-372,-16,-4390,-26,-177,102
1416,18147,0,2689,-54,68,-3778,23,27,241
1417,18147,0,2690,-126,78,-3920,87,-336,-13
1418,18076,0,2690,112,-196,-4068,136,-126,217
1419,18076,0,2689,-44,28,-3990,59,84,117
1420,18088,-1,2690,-100,50,-3966,13,23,122
1421,18123,-1,2690,-16,-80,-3898,-67,-116,34
1422,18123,0,2690,112,-216,-3874,56,59,-148
1423,18195,0,2690,-56,4,-3990,78,-208,-240
1424,18195,0,2690,-6,14,-3894,62,-53,-172
1425,18398,0,2691,-180,-88,-4068,-48,-469,67
1426,18398,1,2691,588,-110,-3964,-141,-100,58
1427,18566,0,2692,-156,196,-3850,62,-107,-284
1428,18614,0,2690,30,-6,-3822,-22,71,-81
1429,18614,0,2691,-128,-42,-3906,-29,-69,-143
1430,18733,0,2689,-132,-140,-4070,175,-297,-405
1431,18733,0,2690,204,-84,-3986,46,182,-213
1432,18757,-1,2691,-2,102,-4000,-22,30,108
1433,18757,0,2690,6,-128,-3850,-96,278,426
1434,18793,0,2690,2,50,-3904,7,-21,134
1435,18853,0,2689,102,-160,-3902,1,-208,143
1436,18853,1,2689,244,168,-4572,43,-116,-570
1437,18984,-29,2691,-176,-158,-4000,-48,20,-5
1438,18984,-110,2690,282,-508,-3652,0,407,-28
1439,19068,-151,2690,-10,-352,-4114,30,113,468
1440,19068,-186,2689,-366,-1322,-3808,-48,-161,341
1441,19068,-56,2691,-292,-1374,-3956,-19,-11,120
1442,19056,-71,2690,14,-1500,-3884,20,303,-266
1443,19056,-101,2690,76,-1798,-4146,140,-186,-514
1444,19140,-149,2689,-82,-2048,-4128,39,123,-75
1445,19140,-206,2689,336,-1600,-4402,-181,45,609
1446,19140,-215,2689,-226,-906,-4362,-248,-148,532
1447,19128,-261,2690,230,-420,-3618,4,109,55
1448,19128,-293,2689,468,-212,-5068,-70,151,-210
1449,19176,-337,2690,-236,-458,-3488,98,11,-349
1450,19176,-351,2690,-258,100,-4236,-158,-132,-16
1451,19200,-345,2689,-36,310,-3818,-42,-247,290
1452,19200,-365,2690,-176,362,-3914,7,347,482
1453,19200,-337,2690,-118,166,-3802,-51,81,742
1454,19224,-383,2690,626,-1276,-4102,-3,-18,-281
1455,19224,-285,2690,108,598,-4198,-51,-376,123
1456,19295,-392,2690,162,-380,-3862,16,-298,361
1457,19295,-295,2690,182,-58,-3870,-25,122,727
1458,19379,-316,2691,114,324,-4000,65,68,700
1459,19379,-264,2691,258,-102,-3638,1,-11,-201
1460,19439,-246,2688,-140,1264,-4164,52,1,606
1461,19475,-346,2690,730,1072,-4836,23,128,538
1462,19475,-235,2690,-176,-182,-3902,-135,201,287
1463,19534,-363,2690,176,50,-4112,-161,325,-89
1464,19534,-200,2689,-126,448,-3686,-187,36,73
1465,19546,-301,2689,100,1548,-4526,-57,367,529
1466,19546,-304,2689,-114,24,-3296,65,-262,329
1467,19594,-238,2690,-360,1352,-4080,-80,338,585
1468,19606,-350,2690,-430,-410,-2852,104,49,-1684
1469,19606,-196,2692,-124,-680,-4026,10,182,87
1470,19642,-348,2691,-156,86,-4234,85,5,241
1471,19642,-245,2692,14,360,-3250,4,-183,627
1472,19642,-247,2689,232,-996,-3222,-41,-319,830
1473,19678,-298,2690,374,-174,-4308,43,147,-375
1474,19678,-198,2689,248,-210,-3954,-193,-180,806
1475,19678,-341,2690,0,288,-3680,-6,109,222
1476,19678,-232,2689,-182,370,-3304,10,-15,-263
1477,19678,-290,2692,650,-792,-3428,-154,255,294
1478,19678,-298,2689,-4,-564,-3378,-80,93,532
1479,19690,-229,2690,30,12,-4466,-135,262,700
1480,19785,-371,2689,-52,-94,-4154,-148,-59,659
1481,19785,-234,2690,-292,-480,-3300,-28,151,279
1482,19785,-332,2689,198,604,-4596,-41,167,-122
1483,19785,-230,2688,-170,-204,-3142,-74,-399,185
1484,19774,-331,2689,-58,40,-4178,85,-227,388
1485,19774,-300,2690,-10,-858,-3730,20,71,-166
1486,19785,-226,2690,28,290,-4040,43,-110,414
1487,19797,-348,2690,-272,-474,-2920,1,1,636
1488,19797,-211,2690,70,-96,-4200,-45,154,-113
1489,19833,-296,2690,-100,-356,-3732,78,71,-417
1490,19833,-238,2691,-68,-630,-3522,14,-97,135
1491,19881,-238,2689,-136,-454,-4142,-48,46,636
1492,19881,-258,2689,-164,-1028,-3914,27,24,580
1493,19905,-263,2690,566,-1440,-4416,71,141,623
1494,19941,-300,2691,-172,-1522,-3108,198,-119,353
1495,19941,-314,2690,4,-2384,-3566,175,-269,40
1496,20013,-346,2690,-284,-478,-4532,198,-142,-119
1497,20013,-389,2689,96,-208,-4206,39,144,406
1498,20072,-468,2691,686,-1834,-6346,197,112,703
1499,20072,-466,2689,360,-1584,-5696,4,-243,883
1500,20144,-496,2689,-636,-1566,-3302,-371,243,544
1501,20156,-553,2690,-172,-2004,-2988,-142,-212,547
1502,20156,-594,2690,104,-1156,-3754,-145,271,335
1503,20180,-612,2690,-416,564,-4840,-239,239,833
1504,20180,-657,2690,486,456,-5212,10,90,479
1505,20192,-719,2691,366,-666,-4070,223,309,724
1506,20228,-641,2690,64,130,-3810,-177,268,1092
1507,20228,-627,2691,-172,852,-4430,-278,324,1186
1508,20228,-674,2690,148,-136,-4306,-135,367,880
1509,20228,-672,2690,4,1158,-3738,256,-256,954
1510,20240,-650,2690,78,1124,-6052,304,-69,-567
1511,20240,-651,2688,184,-172,-3380,-22,-316,983
1512,20288,-525,2690,-384,-980,-3502,-152,-806,1042
1513,20300,-665,2690,258,312,-4340,-316,-624,2401
1514,20300,-560,2690,246,-1056,-2770,37,218,877
1515,20300,-623,2689,240,-236,-3900,-112,33,2044
1516,20300,-619,2689,-20,256,-2788,-55,398,1219
1517,20312,-585,2689,498,832,-3240,-174,78,1275
1518,20312,-566,2689,1028,938,-4926,-287,-59,1673
1519,20312,-588,2690,-382,-840,-2646,-238,452,1747
1520,20300,-550,2689,-290,-48,-3598,-222,-392,1181
1521,20300,-617,2689,-412,-418,-1042,-103,-78,1033
1522,20288,-603,2691,58,870,-3902,149,217,1402
1523,20288,-623,2690,804,2,-4422,-235,407,1510
1524,20312,-596,2689,-106,710,-5020,-77,-36,524
1525,20312,-565,2688,-100,1408,-3428,269,389,-1702
1526,20288,-537,2690,-42,-70,-3044,17,-161,526
1527,20300,-593,2690,-286,-972,-1814,-148,-56,1033
1528,20300,-614,2689,136,-420,-3286,140,437,-812
1529,20288,-513,2690,-44,750,-3830,133,706,524
1530,20288,-567,2691,168,-586,-2526,227,287,441
1531,20288,-561,2689,-288,1300,-3772,-93,373,1711
1532,20312,-586,2692,-516,-20,-3092,4,481,1193
1533,20312,-485,2690,360,-1072,-3196,-225,652,1107
1534,20300,-525,2690,424,462,-4980,-134,189,963
1535,20300,-569,2689,38,26,-3608,223,-56,526
1536,20300,-576,2689,718,1586,-4562,311,-180,-95
1537,20300,-489,2690,-194,38,-3226,-177,30,742
1538,20312,-574,2690,102,26,-3928,39,151,1322
1539,20312,-501,2689,-62,-584,-2680,-183,220,612
1540,20312,-585,2689,-428,514,-3340,-109,-88,179
1541,20264,-529,2689,6,-530,-3026,-325,-361,1791
1542,20264,-564,2690,114,-54,-3954,-96,208,279
1543,20132,-510,2690,346,418,-4498,79,183,-311
1544,20132,-457,2690,-232,-722,-1634,10,265,1163
1545,19905,-414,2690,22,82,-2862,-77,-44,1560
1546,19224,-273,2690,126,-316,-3760,33,78,739
1547,19224,-175,2689,156,1352,-3532,-142,-69,547
1548,18327,-231,2690,-86,960,-3536,-64,-82,334
1549,18327,-299,2689,1060,716,-4990,130,68,600
1550,17573,-410,2689,3894,-674,-3746,74,166,122
1551,17573,-341,2690,-2286,2306,-4210,349,-307,718
1552,17310,-372,2690,1648,824,-3840,359,1027,765
1553,17155,-262,2688,1586,1094,-3082,-380,-840,303
1554,17155,-314,2692,326,1752,-3784,-122,408,8
1555,17131,-226,2692,18,498,-4288,249,-542,-287
1556,17131,-241,2688,-878,678,-3754,-99,300,367
1557,17035,-217,2691,172,1154,-3902,-41,-246,196
1558,17035,-153,2691,162,1018,-4404,-22,1,509
1559,17000,-145,2690,94,520,-3564,-38,17,-178
1560,16964,-134,2688,-268,304,-3950,-128,11,108
1561,16964,-148,2691,-140,512,-4154,72,-370,-196
1562,16796,-83,2690,262,528,-3928,-77,-27,-526
1563,16796,-66,2688,164,726,-3748,13,519,-205
1564,16653,-47,2689,14,610,-4104,146,-78,211
1565,16282,-37,2690,-220,606,-4130,-22,-132,-66
1566,16282,-28,2689,6,356,-3824,-3,-307,63
1567,15840,-15,2690,174,362,-3830,49,-151,-175
1568,15840,15,2690,-142,1336,-4052,-26,122,-282
1569,15194,57,2691,4032,1900,-4636,-122,-396,-588
1570,15194,134,2691,-2534,4402,-4542,14,55,137
1571,14608,181,2691,504,2080,-4246,159,516,450
1572,14082,241,2688,-1474,3596,-4424,-9,-456,414
1573,14082,426,2689,-2696,5466,-3404,-406,367,279
1574,13771,429,2691,-632,184,-3008,78,-40,547
1575,13771,517,2689,-846,3900,-2826,224,-401,356
1576,13604,582,2689,-232,-1376,-3092,204,-72,285
1577,13604,616,2689,248,-752,-3076,101,-269,633
1578,13532,694,2690,-168,50,-3738,65,119,868
1579,13544,706,2690,-168,1000,-4992,-3,334,1310
1580,13544,739,2688,-298,200,-2256,185,-53,1078
1581,13556,789,2689,-1174,1204,-4298,165,-244,166
1582,13556,892,2689,-438,2234,-3794,23,1,497
1583,13532,764,2691,-182,-120,-2406,381,20,830
1584,13532,833,2689,-1132,-160,-4940,226,134,1071
1585,13245,865,2690,-386,334,-3644,-135,-316,921
1586,13054,883,2690,-360,-502,-5084,-45,167,1732
