index,servo,motor,gimbal,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
142,16976,2187,2691,-910,264,-1450,-205,-87,-670
143,16976,2411,2690,1250,-1276,-1600,-880,15,1331
144,16868,2257,2690,-1510,-24,494,272,519,43
145,16868,2506,2690,1590,-1362,-5272,-186,352,-1693
146,16784,1963,2689,-82,-1494,-4886,275,367,-1133
147,16784,2349,2691,-252,-768,-1494,456,-850,-1357
148,16736,2193,2690,-1310,-1448,-4232,46,440,-929
149,16736,2299,2690,964,354,-1774,201,-589,-461
150,16736,2259,2690,-168,-1368,-5042,143,72,297
151,16736,2176,2690,394,-1538,-4508,166,349,182
152,16736,2204,2688,-734,-664,-4632,-526,-433,1254
153,16772,2340,2689,480,-450,-4896,269,-579,-154
154,16772,2507,2688,104,624,-3148,-322,948,-2194
155,16976,2141,2689,944,-1268,-2686,-86,-91,-950
156,16964,2251,2689,-202,932,-3920,-21,-71,-39
157,16964,2358,2690,1032,-664,-6898,46,-215,199
158,16976,2057,2688,-2442,2572,-6990,-163,415,-473
159,16976,2273,2689,1534,652,-4742,-264,481,1004
160,16976,2167,2689,-2808,3536,-3746,-358,-542,-727
161,16976,2399,2689,438,-1652,-3792,-280,557,-773
162,16964,2335,2689,1052,3624,-7064,53,-64,-552
163,16964,2572,2689,-238,3088,-3080,-961,-1046,-151
164,16964,2203,2687,1478,-918,-6472,-54,516,90
165,16976,2421,2689,-108,2742,-2852,-400,157,-476
166,16976,2515,2689,-594,444,-1124,-80,-777,-593
167,16964,2438,2689,1766,-248,-4930,172,144,-791
168,16964,2821,2690,368,1876,-2412,-254,-293,-764
169,16892,2365,2689,1860,-2792,-2000,1353,732,-4192
170,16916,2591,2688,3170,-2046,-1650,414,-351,-1150
171,16916,2732,2690,-486,3096,-2806,291,233,-523
172,16892,2712,2690,1994,3272,-5558,398,647,-767
173,16892,2736,2689,-380,1866,-7152,-409,27,-596
174,16976,2833,2687,1054,386,-4828,-1080,151,-832
175,16964,2984,2689,-216,1710,-3684,-232,-446,465
176,16964,3058,2690,-2634,4730,-5398,-470,-471,-1
177,16964,3059,2689,1320,-546,-4342,17,103,155
178,16964,3104,2689,-1578,2594,-4314,-403,-897,2106
179,16976,3069,2688,348,836,-5274,1011,-316,1075
180,16976,3022,2687,-920,2020,-5334,-329,970,208
181,16976,3152,2686,1104,510,-1480,537,764,565
182,16904,3112,2688,868,2446,-8056,172,-125,-325
183,16904,3109,2689,184,-1658,-9756,198,-843,-2005
184,16796,2989,2689,1908,4730,-3366,-561,142,-623
185,16796,3290,2688,-128,-1242,-9624,-128,-173,-496
186,16617,3232,2687,336,1166,-5968,-590,85,-287
187,16617,3187,2688,1266,436,-756,207,-478,-941
188,16342,3181,2689,-2912,480,-3504,-422,-129,-337
189,16043,3261,2687,92,1866,-4088,-493,383,-1575
190,16043,3245,2690,-1952,2192,-1556,708,62,-1363
191,15720,3602,2691,-1502,2184,-1910,-303,-332,-670
192,15720,3088,2689,668,-1282,-3590,-380,-802,-63
193,15290,3163,2689,1722,58,-4160,223,180,-555
194,15290,3284,2690,640,1642,-6052,-235,46,1767
195,15134,3067,2688,-318,-482,-6214,-9,481,135
196,14931,3086,2690,-1996,1996,-6048,-274,522,2268
197,14931,3443,2687,-3068,-1040,-3004,-261,-586,1856
198,14596,3465,2688,-1936,-434,-2736,-593,818,4756
199,14596,2758,2690,192,764,-4398,-425,-1268,1405
200,14405,3280,2688,-2780,-130,-6416,-307,379,4310
201,14405,2812,2690,-3404,1208,-3758,-716,1256,2554
202,14094,2904,2690,-1814,-914,-5646,27,-878,1635
203,13915,3042,2689,-1732,-810,-5068,114,675,3315
204,13915,2942,2690,-1718,1680,-4776,624,-567,4812
205,13831,3053,2688,-1360,0,-870,853,1608,3418
206,13831,2954,2689,-2652,924,-2772,430,862,1060
207,13771,3168,2692,-334,318,-2108,482,-1043,-605
208,13783,3284,2689,-1446,-2186,-7796,501,185,2165
209,13783,2667,2689,-3800,-808,-882,-700,-1167,4137
210,13783,3087,2689,-2362,-1492,-7102,-48,-921,3936
211,13783,3177,2689,-344,-1154,-3926,39,-170,4458
212,14070,3383,2692,36,-3324,-1220,340,-81,2987
213,14070,2617,2690,-2234,-1780,-7262,-558,833,5973
214,14752,3137,2689,-1676,-384,-4630,460,-71,3586
215,15756,3122,2690,-1956,160,-1954,398,20,1977
216,15756,3070,2690,-3224,-916,-2034,172,-5,2224
217,16736,3069,2688,656,-56,-6218,227,392,1912
218,16736,3183,2691,-1176,-1672,-2786,240,-631,2041
219,16964,3071,2692,662,-226,-7686,278,1119,1646
220,16964,3483,2690,-2330,-556,-3028,17,1138,1546
221,17047,2555,2690,2098,860,-5880,-332,551,1856
222,17035,3174,2690,720,398,-3274,388,-443,-10
223,17035,2998,2692,320,-340,-5472,285,-88,-1619
224,17035,3646,2691,-260,0,-2862,-574,-859,3203
225,17035,2679,2690,1386,-2150,-4622,-161,-427,585
226,17047,3084,2689,-648,556,-2804,657,183,-847
227,17047,3074,2688,62,-1554,-5002,-22,-275,-273
228,17035,3010,2689,-368,-1260,-1950,449,-665,-467
229,17035,3031,2689,-1224,-494,-1112,217,640,-1124
230,17035,2973,2690,-732,-958,-4644,217,-94,-175
231,17047,3039,2689,206,888,-6274,-22,719,459
232,17047,3028,2690,214,-2134,-1644,378,-84,-137
233,17047,3042,2689,-1354,312,-6142,-160,97,1870
234,17035,2840,2689,610,-1106,-6962,107,294,-1254
235,17035,2964,2691,778,-662,-4520,734,59,167
236,17047,2420,2691,-686,3284,-6878,130,-34,137
237,17047,3097,2691,1676,220,-3686,145,-936,211
238,17035,2892,2690,1464,482,-2678,763,802,-316
239,17035,2947,2689,190,3222,-3068,-996,-541,-346
240,17035,3019,2689,-80,2756,-3006,220,-211,-729
241,17035,2903,2689,36,1060,-3956,20,-110,-756
242,17035,2965,2691,-202,666,-6280,-167,-523,-679
243,17035,3027,2689,-292,1040,-2618,-112,208,609
244,17035,3061,2690,-1500,1708,-4586,-148,-12,107
245,17035,2963,2689,-1100,-838,-1642,420,494,196
246,17047,3319,2689,-1278,1096,-4960,446,-2,49
247,17035,2798,2690,-2528,1680,2034,-868,328,851
248,17047,2915,2689,742,-246,-3070,779,348,-2011
249,17047,3167,2687,-214,-716,-432,153,-589,90
250,17047,3340,2689,-428,1332,-3404,-212,97,61
251,17047,2886,2690,2114,-2452,-3602,417,367,-479
252,17047,3000,2688,-206,634,-2384,565,-707,-199
253,17047,3042,2689,-314,-1130,-5636,223,-720,-537
254,17035,3213,2690,-194,678,-4870,1386,-490,-5436
255,17047,2529,2690,646,160,-3426,-816,567,2180
256,17047,2920,2689,174,-268,-2974,-176,161,-714
257,17035,2852,2689,500,-1464,-4084,282,-69,-588
258,17035,2794,2688,154,312,-2800,-196,605,568
259,17047,2833,2690,-920,104,-3936,-145,-180,-885
260,17047,2811,2688,1840,-218,-5336,-77,380,-682
261,17047,2948,2689,-1808,-762,-1730,268,87,-1673
262,17047,2942,2690,1830,-678,-5658,1,580,223
263,17047,3020,2690,-398,280,-4310,156,-157,901
264,17047,3156,2689,258,-2274,-1818,-158,427,795
265,17047,2837,2689,1688,-1760,-3898,-35,-408,712
266,17047,2956,2689,200,-1150,-2004,-516,364,877
267,17047,2954,2689,-850,-1130,-5986,-651,-1091,-302
268,17047,3077,2690,970,1156,-5960,-28,28,-800
269,17047,3038,2690,-1254,866,-3892,-283,126,-1457
270,17047,2987,2690,-546,-1000,-6152,172,132,291
271,17047,3166,2689,162,360,-4268,23,-323,438
272,17047,3172,2690,-898,-586,-1130,36,757,-1036
273,17035,2912,2690,158,-122,-3472,-22,-177,311
274,17035,3053,2690,-136,50,-5280,-493,-153,-1018
275,17035,2918,2690,412,1668,-2596,-533,112,-497
276,17035,2949,2690,-154,-1004,1082,4,-786,524
277,17035,3462,2689,684,-400,-4378,-545,484,-293
278,16988,2693,2689,-884,-2356,826,120,113,647
279,16988,3011,2689,-196,3826,-10248,-342,437,559
280,16976,3013,2689,508,3520,-3788,-377,-306,883
281,16964,3124,2691,340,-810,-1590,288,353,-267
282,16964,3042,2690,1950,936,-4336,446,-122,-2736
283,16976,3078,2689,276,162,-174,-555,-396,-1752
284,16976,3012,2689,2324,1294,-7696,-112,46,-278
285,16964,3036,2690,172,2176,-7060,-335,202,1042
286,16964,3020,2689,60,-2808,-3560,-338,351,948
287,16976,3210,2688,-1258,2270,-6306,-571,490,694
288,16976,3126,2690,2426,3432,-6022,-764,-798,1974
289,16976,3163,2689,-518,130,-972,53,139,-649
290,17000,3235,2689,206,3572,-4682,-141,46,90
291,17000,3267,2688,-844,4224,-2840,-74,-138,8
292,16988,3257,2688,-968,3202,-2456,-148,929,-349
293,17000,3252,2689,472,1320,-2362,17,-205,-502
294,17000,3284,2688,-132,-878,-1178,-335,113,-1003
295,17000,3212,2689,-490,-1306,-4764,194,563,-1366
296,17000,3302,2688,1440,58,-5524,-103,-618,-1242
297,16988,3267,2688,1024,-1300,-4810,708,606,-679
298,16988,3233,2691,312,-1766,-2102,582,220,-260
299,17000,3052,2690,-58,70,-3568,230,-345,308
300,17000,3115,2689,322,1042,-4558,-174,-199,-381
301,17000,3301,2689,1376,-576,-4194,320,132,-3284
302,17000,2921,2689,586,-1836,-1056,604,450,1098
303,17000,3163,2691,-86,-804,2098,895,-878,-2910
304,16964,3101,2689,-176,1222,-4218,49,-812,-735
305,16964,3027,2689,-676,606,-1904,540,-218,694
306,16736,3040,2689,602,-178,-5336,-171,-348,986
307,16151,3269,2689,78,816,-5526,-161,-751,-809
308,16151,3056,2689,-566,-458,-1964,-167,-383,-98
309,15684,3214,2690,-832,-576,-3120,1,-579,662
310,15684,3340,2688,-2698,706,-3842,52,-152,-612
311,15194,2837,2688,312,714,-4996,1308,694,-154
312,15194,3280,2692,-5006,-66,-6684,-994,-1323,3120
313,14716,3318,2689,-2496,240,-2728,-170,1862,2657
314,13962,3285,2689,1150,282,-6588,-438,-1082,585
315,13962,3045,2689,-3136,-726,-2076,-1268,-710,5360
316,13508,2771,2690,-1820,-394,186,-448,-551,2030
317,13508,3385,2689,-3370,-234,-4240,-41,-1066,2301
318,13149,3084,2689,-2406,-1248,-4134,-109,-208,3412
319,13078,3198,2690,342,898,-6560,-274,-1019,3830
320,13078,2769,2689,-4510,392,-1408,828,53,2280
321,13125,3089,2688,-2718,-1350,-1030,-32,433,1982
322,13125,3084,2688,-2892,1448,-4582,-254,-529,4897
323,13412,3092,2688,-2236,326,-4756,269,465,4838
324,13412,3223,2690,-2592,-1504,-2366,-241,-563,4205
325,13891,3100,2690,-3472,-716,-4672,159,-351,4314
326,14560,3275,2688,-2500,-524,-1882,-781,23,5869
327,14560,3174,2689,-3024,-272,-1036,485,278,4653
328,15254,3147,2689,0,1088,-4110,194,1145,2728
329,15254,2920,2689,-468,-162,-5108,453,-205,2451
330,15146,3261,2691,-1020,-1678,-7374,-351,189,3686
331,15146,3061,2689,316,1830,-6662,-99,-157,3088
332,14178,3122,2690,-1534,314,-5776,-180,-678,3412
333,13257,3269,2690,-1254,76,-6054,966,846,-1722
334,13257,3257,2688,-3892,1424,-7356,1195,332,-617
335,12683,3265,2688,-1678,38,-4994,-1413,196,-66
336,12683,3080,2688,-3484,120,-922,-274,-129,4146
337,12444,3133,2689,-4368,2688,-1284,-341,-389,3409
338,12444,3089,2689,-1084,-630,-2664,-1000,-767,2598
339,12360,3064,2691,-2526,-24,-2640,-729,-221,5050
340,12360,3066,2688,-3392,4366,-7520,-738,12,4284
341,12360,3126,2688,-2834,-2766,810,585,-2120,4048
342,12695,3028,2692,-3322,1174,-4424,-403,-370,6076
343,12695,3195,2690,-4588,1934,-904,-193,764,3656
344,13508,3453,2687,-2944,112,-5508,1198,-939,2648
345,14752,2905,2688,-1226,-2324,-5236,-677,818,8139
346,14752,3068,2687,-2036,592,-5080,520,1183,6300
347,16210,3205,2688,3596,2524,-8118,36,-173,3595
348,16210,3156,2690,-2418,528,-1504,440,-46,1446
349,16210,3089,2690,4498,2954,-4548,33,532,3194
350,16198,3217,2689,2386,-1926,-2920,-177,-1548,2103
351,16964,3205,2690,-1858,1806,-5024,366,249,-122
352,16988,3165,2691,-1484,574,-3358,179,586,694
353,16988,3075,2688,1432,-904,-4734,227,-291,2041
354,17000,2853,2689,-2374,-440,-5456,52,452,-582
355,17000,3019,2690,2210,-172,-6262,746,859,79
356,16988,3215,2689,-890,1538,-3960,194,-675,158
357,16988,3156,2689,-752,-282,-978,-177,509,-104
358,17000,3168,2689,1986,-1162,-11012,1059,-872,-4272
359,17000,3104,2688,-2468,678,-5366,-1194,1307,2259
360,17000,3126,2688,-2214,756,-4640,-86,789,1157
361,16988,3419,2687,28,-1310,-6726,536,-279,-2692
362,16988,2791,2689,170,-542,-7096,-296,-935,-484
363,16988,3082,2690,-666,-654,-2342,259,1002,3005
364,16988,3091,2688,362,2542,-7248,378,-942,-1106
365,17011,3119,2688,-946,-782,-1092,136,-958,697
366,16988,2777,2689,1430,-2244,-1956,327,-888,2817
367,16988,3028,2689,-1240,352,-2648,-296,516,880
368,17000,2935,2689,-756,-2522,-1478,-251,300,-464
369,17000,3034,2688,378,2026,-3546,-9,84,-414
370,16988,3008,2689,454,-1570,-1402,-223,-72,7
371,16988,2928,2690,266,-106,-3886,120,808,353
372,17000,2910,2689,232,286,-3564,-548,-281,-756
373,16988,2701,2688,564,200,-4096,508,8,-921
374,16988,2997,2689,478,-1934,-1700,456,-319,2427
375,16988,2883,2690,180,670,-3418,165,290,-367
376,16988,2939,2691,-482,-1730,-1140,72,-417,2091
377,16988,3231,2689,1492,-228,-4862,288,-246,674
378,17000,2746,2690,-926,-682,-6080,130,602,-906
379,17000,3109,2690,2190,-1066,-1872,7,93,-446
380,17000,2744,2690,-74,-600,-3752,456,433,-806
381,17000,3217,2689,866,-114,-4876,-141,-732,-402
382,17000,2768,2690,-468,-478,-1364,847,-132,-714
383,17000,2861,2689,398,-110,-5250,-180,-110,373
384,17047,2945,2690,-696,190,-5292,-406,34,972
385,17000,2929,2689,-588,90,-3624,243,-78,568
386,17000,2902,2690,-480,324,-2334,-590,59,1661
387,16964,3166,2690,668,-666,-1642,-522,218,1408
388,16964,2689,2690,-202,826,-6790,-312,246,397
389,16808,2981,2689,-450,-892,522,298,-666,641
390,16808,3032,2687,4,-434,-4354,72,-685,1057
391,15947,2725,2691,-262,1294,-6814,-280,951,2348
392,15039,2939,2690,-414,-1578,-3644,-80,-503,1526
393,15039,3052,2689,-3094,-480,-2480,152,-837,-128
394,14285,3172,2689,-3010,262,-6012,24,1901,933
395,14285,2671,2687,-2170,1132,-3934,-348,-142,1587
396,14285,2999,2688,-2712,-712,-1850,-22,-1330,2403
397,14285,3269,2688,-1560,-432,-2640,136,1821,3352
398,12683,2934,2690,-42,-1328,-2726,152,-3257,2451
399,12073,2905,2690,-2142,328,-5872,-1268,525,4075
400,12073,2866,2687,764,2782,-8354,-1110,-735,6005
401,11762,3261,2686,-5434,1734,-4964,136,-427,5431
402,11762,2678,2689,-1326,-136,-4012,-135,-97,3966
403,11798,2875,2688,-1486,-512,-1698,-144,701,3718
404,11798,2975,2689,-1394,-304,-2554,-865,348,4741
405,12217,3064,2688,-3786,3600,-3348,-451,-142,4588
406,12803,3132,2690,-3466,-920,-3494,211,999,4653
407,12803,3027,2690,-870,-1586,-3466,227,-456,2607
408,13508,3010,2688,-2944,1128,-4648,107,-2208,4673
409,13508,3145,2689,688,-1384,-5048,530,-643,4862
410,14178,3034,2692,-2480,-2980,-1104,1208,-513,4037
411,15122,3216,2688,286,1284,-8786,-374,1249,4496
412,15122,3159,2686,-2938,1844,-4506,56,1176,5045
413,16055,3106,2691,-2744,-2360,-6414,-160,965,1508
414,16055,3063,2690,966,726,-5342,298,170,2911
415,17000,3016,2690,496,3332,1108,-273,-1243,3745
416,17000,3060,2691,-1470,-122,-2740,701,395,724
417,16976,3066,2689,1452,1078,-3620,-374,-230,1558
418,17000,3165,2689,-2016,1956,-1420,-522,182,1608
419,17000,3012,2691,-548,-2698,-882,66,1313,1252
420,17000,3080,2690,102,-1472,-3674,-290,-650,630
421,17000,3120,2688,-2366,964,-6974,-942,-668,1838
422,17000,2998,2689,-1158,-684,2880,540,-348,-817
423,17000,3107,2688,-1010,-992,-4812,427,328,1228
424,17000,3143,2689,-1240,150,-1952,-241,300,1125
425,16988,2979,2691,-820,-1502,-1208,850,-186,883
426,16988,3121,2691,-456,1274,-7306,-1284,-808,1066
427,16988,2923,2688,-736,-2140,-2654,-390,-459,441
428,16988,2941,2690,-3598,1766,-7844,-761,1002,-449
429,17000,2845,2689,-382,-550,-3462,-176,669,11
430,17000,3049,2689,-728,140,-2578,443,278,-1761
431,17000,2951,2690,-54,1074,-3112,-128,-631,444
432,16988,2883,2690,-1822,826,-6272,-448,491,341
433,16988,3068,2689,1806,-720,-2474,-700,-1212,1797
434,16988,2628,2688,26,2046,-7986,-35,90,25
435,16988,2942,2688,-720,-1626,-2192,107,506,167
436,17023,2969,2691,820,1168,-6336,601,-2063,1596
437,17047,3017,2689,-2590,1612,-6588,-455,2802,-980
438,17047,3077,2689,-270,-2330,-2168,-819,-516,-929
439,17047,3103,2689,-1508,-186,-4436,185,957,-1389
440,17047,2563,2688,786,-106,-6172,-746,-463,-226
441,17035,3125,2689,-830,1236,-2968,136,30,25
442,17035,3021,2691,996,670,-4428,-19,617,1145
443,16988,2861,2690,-416,-290,-4034,485,621,-4437
444,17000,2896,2689,1380,-1366,-7814,382,306,-753
445,17000,2924,2689,-308,-18,-9608,-629,-735,-593
446,16976,3046,2690,530,-104,-1584,-1110,-577,662
447,16976,2465,2687,444,164,-4378,-758,-449,14
448,16976,3039,2689,-1216,464,-232,-338,513,-573
449,16976,2974,2689,-302,-332,-3564,91,-415,-1121
450,16856,2956,2690,-746,-2058,-3174,469,1087,-81
451,16473,3026,2689,372,-1026,-2106,-245,-281,4225
452,16473,2835,2689,-862,1042,-4398,314,294,-313
453,15744,2929,2690,-1924,-98,-3334,85,1322,308
454,15744,3024,2690,-754,496,-5562,-128,-259,-402
455,15051,2926,2689,-1442,54,-2976,-293,-499,111
456,15051,2897,2689,360,-696,-7404,195,533,-305
457,14584,2875,2688,-2978,-808,-1456,188,-637,-4572
458,14608,3037,2689,-2342,1446,-6326,421,266,871
459,14608,2954,2688,-1958,-38,-288,204,-1675,2062
460,15110,2944,2688,460,-2520,-3172,911,-345,812
461,15110,3047,2690,-1114,-2518,-3864,921,859,-346
462,15756,2953,2690,-1010,356,-3926,872,-624,2133
463,16808,2943,2689,-1448,3852,-8966,-196,88,155
464,16808,3188,2689,-916,2072,-1122,149,-1104,417
465,16964,2665,2690,-368,-794,-4932,427,-319,1593
466,16964,2803,2689,3146,2320,-4954,-22,154,2009
467,17000,2953,2691,2676,-828,-2512,1454,973,3674
468,17000,2890,2692,2324,4408,-11290,918,214,-1177
469,17000,2998,2690,132,-1480,-2486,-164,27,-897
470,17000,2913,2689,820,1624,-4434,508,589,-1271
471,17000,3327,2691,1126,312,-5454,371,-882,-143
472,16988,2562,2688,-3400,254,-3934,-538,678,435
473,16988,3296,2690,-1534,3682,-5770,-471,-8,-968
474,17000,2997,2689,872,998,-4796,-277,-11,-2017
475,17000,2814,2689,934,-1252,-4086,-309,249,-1289
476,17000,2985,2689,560,704,-2104,-416,1138,-1716
477,17000,3324,2689,176,-1624,-3826,-6,81,-1377
478,17000,2829,2689,1382,-22,-7918,-390,-383,-1395
479,16988,2792,2692,-172,576,-2492,659,-862,-535
480,16988,2909,2690,-420,-780,-7274,-626,1307,-2769
481,17000,2881,2689,624,-320,-3282,-84,1,-818
482,17000,3098,2689,-2,1044,-1774,-971,-1503,5139
483,16988,2688,2689,142,3168,-6334,-28,217,123
484,16988,2998,2690,1746,28,-3578,117,-167,1620
485,16988,3106,2690,-2452,552,-3576,-697,910,1714
486,16988,2872,2689,-76,-382,-6294,-490,-843,435
